OrderID,CustomerID,FirstName,LastName,State,City,OrderDate,OrderSeason,OrderDayOfWeek,ProductCategory,ProductSubCategory,UnitPrice,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,DeviceType,MembershipTier,ShippingDays,Returned,ReviewScore
ORD-010871,CUST-06285,Mary,Clark,LA,Fairview,7/17/2024,Summer,Wednesday,Automotive,Tools,93.74,2,187.48,0,0.0,187.48,Apple Pay,Desktop,Silver,4,Yes,5
ORD-010872,CUST-02625,Jessica,Perez,NV,Fairview,8/19/2022,Summer,Friday,Sports & Outdoors,Cycling,103.32,1,103.32,5,5.17,98.15,Debit Card,Tablet,Bronze,3,No,3
ORD-010873,CUST-01845,Ashley,Scott,IN,Georgetown,10/21/2022,Fall,Friday,Beauty & Personal Care,Makeup,60.33,2,120.66,15,18.1,102.56,Credit Card,Mobile,Gold,2,Yes,4
ORD-010874,CUST-04135,William,Thompson,MT,Madison,1/13/2023,Winter,Friday,Clothing,Tops,175.89,1,175.89,0,0.0,175.89,Apple Pay,Desktop,Platinum,4,No,3
ORD-010875,CUST-01539,Paul,Williams,CA,Los Angeles,1/8/2025,Winter,Wednesday,Books,Fiction,29.56,1,29.56,0,0.0,29.56,PayPal,Mobile,Gold,4,No,1
ORD-010876,CUST-01587,Jennifer,Young,MA,Springfield,12/29/2022,Winter,Thursday,Sports & Outdoors,Camping Gear,380.03,1,380.03,0,0.0,380.03,Google Pay,Tablet,Gold,4,No,5
ORD-010877,CUST-06329,Kevin,Taylor,OK,Greenville,12/23/2022,Winter,Friday,Sports & Outdoors,Cycling,119.89,5,599.45,20,119.89,479.56,Gift Card,Desktop,Bronze,2,No,4
ORD-010878,CUST-05817,Barbara,King,IA,Fairview,8/25/2022,Summer,Thursday,Clothing,Bottoms,50.57,1,50.57,0,0.0,50.57,Buy Now Pay Later,Desktop,Gold,3,No,3
ORD-010879,CUST-02901,Sandra,Johnson,DE,Salem,6/22/2022,Summer,Wednesday,Clothing,Tops,177.55,1,177.55,0,0.0,177.55,Buy Now Pay Later,Desktop,Platinum,4,No,2
ORD-010880,CUST-06999,Sandra,Green,IL,Naperville,1/20/2023,Winter,Friday,Automotive,Car Care,54.3,1,54.3,0,0.0,54.3,Apple Pay,Mobile,Silver,2,No,5
ORD-010881,CUST-01162,Joseph,Hall,MT,Salem,12/16/2022,Winter,Friday,Electronics,Laptops,64.22,1,64.22,15,9.63,54.59,Gift Card,Desktop,Gold,3,No,5
ORD-010882,CUST-02878,Linda,Lee,UT,Georgetown,6/23/2023,Summer,Friday,Clothing,Outerwear,147.72,1,147.72,0,0.0,147.72,Apple Pay,Desktop,Silver,4,Yes,4
ORD-010883,CUST-07868,James,Carter,AZ,Springfield,9/16/2023,Fall,Saturday,Beauty & Personal Care,Fragrances,6.24,1,6.24,25,1.56,4.68,Debit Card,Mobile,Silver,5,No,3
ORD-010884,CUST-07268,Steven,Harris,DE,Madison,2/22/2025,Winter,Saturday,Clothing,Accessories,71.43,1,71.43,0,0.0,71.43,Gift Card,Tablet,Platinum,2,No,4
ORD-010885,CUST-03660,Paul,Clark,SD,Bristol,2/4/2022,Winter,Friday,Books,Science,14.6,1,14.6,15,2.19,12.41,Debit Card,Desktop,Platinum,4,Yes,5
ORD-010886,CUST-02362,Jessica,White,AZ,Georgetown,9/13/2023,Fall,Wednesday,Electronics,Headphones,1260.72,1,1260.72,0,0.0,1260.72,PayPal,Desktop,Silver,3,No,5
ORD-010887,CUST-03074,Robert,Adams,OR,Springfield,3/5/2024,Spring,Tuesday,Health & Wellness,Supplements,66.88,1,66.88,15,10.03,56.85,Debit Card,Mobile,Silver,4,No,4
ORD-010888,CUST-07317,David,Campbell,NJ,Fairview,3/2/2023,Spring,Thursday,Health & Wellness,Medical Devices,36.32,1,36.32,0,0.0,36.32,Google Pay,Tablet,Platinum,6,No,4
ORD-010889,CUST-04181,Nancy,Scott,RI,Clinton,7/18/2023,Summer,Tuesday,Automotive,Car Care,233.84,2,467.68,20,93.54,374.14,Apple Pay,Mobile,Silver,2,No,3
ORD-010890,CUST-05229,Anthony,Anderson,CA,San Francisco,2/18/2023,Winter,Saturday,Home & Kitchen,Bedding,96.3,1,96.3,0,0.0,96.3,Buy Now Pay Later,Mobile,Bronze,3,No,4
ORD-010891,CUST-08691,Jessica,Jackson,MI,Greenville,8/16/2023,Summer,Wednesday,Grocery,Beverages,26.21,1,26.21,5,1.31,24.9,Apple Pay,Tablet,Platinum,4,No,2
ORD-010892,CUST-08932,Ashley,Smith,SD,Springfield,6/24/2022,Summer,Friday,Sports & Outdoors,Cycling,108.74,1,108.74,0,0.0,108.74,Buy Now Pay Later,Desktop,Platinum,5,No,1
ORD-010893,CUST-03529,Thomas,Brown,MS,Georgetown,3/9/2022,Spring,Wednesday,Toys & Games,Educational,142.6,1,142.6,5,7.13,135.47,PayPal,Mobile,Gold,1,No,3
ORD-010894,CUST-05353,Mark,Jones,ID,Springfield,11/6/2022,Fall,Sunday,Beauty & Personal Care,Haircare,81.45,2,162.9,5,8.14,154.76,Gift Card,Mobile,Silver,1,No,5
ORD-010895,CUST-01910,Nancy,Baker,MO,Greenville,9/25/2022,Fall,Sunday,Grocery,Bakery,29.5,1,29.5,20,5.9,23.6,PayPal,Desktop,Gold,2,No,5
ORD-010896,CUST-06997,Sandra,Baker,VT,Greenville,10/16/2023,Fall,Monday,Home & Kitchen,Storage,140.15,1,140.15,10,14.02,126.13,Gift Card,Desktop,Platinum,4,No,5
ORD-010897,CUST-02755,Jessica,Roberts,NJ,Clinton,8/18/2024,Summer,Sunday,Grocery,Snacks,30.5,1,30.5,20,6.1,24.4,PayPal,Tablet,Bronze,4,No,4
ORD-010898,CUST-04668,Jessica,Adams,MI,Madison,6/23/2022,Summer,Thursday,Beauty & Personal Care,Fragrances,52.08,1,52.08,0,0.0,52.08,Credit Card,Mobile,Gold,2,Yes,3
ORD-010899,CUST-01193,Nancy,Nelson,MN,Clinton,1/6/2024,Winter,Saturday,Home & Kitchen,Storage,72.69,2,145.38,0,0.0,145.38,Debit Card,Tablet,Silver,4,No,4
ORD-010900,CUST-07680,Timothy,King,VT,Georgetown,1/7/2025,Winter,Tuesday,Home & Kitchen,Storage,225.22,1,225.22,0,0.0,225.22,Debit Card,Mobile,Platinum,3,No,5
ORD-010901,CUST-04241,Jason,Carter,NE,Bristol,10/29/2022,Fall,Saturday,Books,Non-Fiction,18.51,1,18.51,0,0.0,18.51,PayPal,Tablet,Silver,3,No,3
ORD-010902,CUST-06521,Michael,Wright,SD,Madison,10/1/2022,Fall,Saturday,Electronics,Headphones,807.29,2,1614.58,10,161.46,1453.12,Google Pay,Desktop,Platinum,3,No,4
ORD-010903,CUST-02437,Michelle,Turner,MT,Bristol,8/29/2022,Summer,Monday,Sports & Outdoors,Camping Gear,219.69,2,439.38,0,0.0,439.38,Buy Now Pay Later,Mobile,Platinum,2,No,2
ORD-010904,CUST-05883,Sharon,Thompson,SD,Clinton,11/4/2022,Fall,Friday,Toys & Games,Educational,11.9,1,11.9,0,0.0,11.9,Google Pay,Desktop,Bronze,1,No,4
ORD-010905,CUST-08149,Joshua,Perez,IA,Greenville,5/24/2023,Spring,Wednesday,Toys & Games,Puzzles,75.19,2,150.38,15,22.56,127.82,Debit Card,Desktop,Platinum,4,No,5
ORD-010906,CUST-04542,George,Jones,PA,Erie,11/4/2024,Fall,Monday,Electronics,Smartphones,326.81,1,326.81,0,0.0,326.81,Apple Pay,Desktop,Silver,4,No,4
ORD-010907,CUST-05231,Jessica,Williams,NH,Springfield,8/3/2024,Summer,Saturday,Clothing,Outerwear,91.2,1,91.2,0,0.0,91.2,Apple Pay,Mobile,Bronze,3,No,4
ORD-010908,CUST-06091,Joseph,Perez,HI,Greenville,1/23/2023,Winter,Monday,Home & Kitchen,Bedding,153.54,5,767.7,10,76.77,690.93,Apple Pay,Tablet,Bronze,1,No,5
ORD-010909,CUST-03523,Jason,Young,MN,Salem,11/25/2024,Fall,Monday,Sports & Outdoors,Fitness Equipment,384.67,1,384.67,0,0.0,384.67,Gift Card,Tablet,Silver,4,No,5
ORD-010910,CUST-03599,Edward,Thompson,SC,Fairview,3/4/2022,Spring,Friday,Grocery,Organic,7.31,1,7.31,15,1.1,6.21,Debit Card,Mobile,Silver,4,No,4
ORD-010911,CUST-05590,Joshua,Campbell,FL,Tampa,12/5/2022,Winter,Monday,Automotive,Tools,64.34,1,64.34,10,6.43,57.91,PayPal,Desktop,Gold,4,No,4
ORD-010912,CUST-07079,William,Turner,DE,Fairview,6/10/2024,Summer,Monday,Health & Wellness,Medical Devices,125.47,1,125.47,5,6.27,119.2,Buy Now Pay Later,Tablet,Bronze,5,No,4
ORD-010913,CUST-02496,Emily,Lee,MS,Bristol,8/2/2024,Summer,Friday,Toys & Games,Action Figures,87.15,1,87.15,0,0.0,87.15,Buy Now Pay Later,Mobile,Platinum,3,No,1
ORD-010914,CUST-06272,Jessica,Mitchell,NC,Charlotte,1/5/2024,Winter,Friday,Electronics,Headphones,1148.3,1,1148.3,0,0.0,1148.3,Debit Card,Desktop,Platinum,6,Yes,4
ORD-010915,CUST-05933,Susan,Johnson,OH,Toledo,3/4/2024,Spring,Monday,Health & Wellness,Fitness Accessories,11.07,1,11.07,15,1.66,9.41,Credit Card,Tablet,Silver,3,No,5
ORD-010916,CUST-03650,Jennifer,Green,NM,Madison,10/22/2023,Fall,Sunday,Books,Self-Help,21.64,1,21.64,0,0.0,21.64,Credit Card,Tablet,Silver,4,No,5
ORD-010917,CUST-04471,Brian,Scott,TX,San Antonio,8/9/2024,Summer,Friday,Health & Wellness,Fitness Accessories,143.97,2,287.94,0,0.0,287.94,Google Pay,Desktop,Gold,2,No,5
ORD-010918,CUST-03291,Dorothy,Young,LA,Fairview,9/19/2023,Fall,Tuesday,Books,History,20.63,2,41.26,15,6.19,35.07,Apple Pay,Mobile,Silver,2,No,5
ORD-010919,CUST-05382,Robert,Campbell,AZ,Salem,1/5/2022,Winter,Wednesday,Books,History,32.23,1,32.23,15,4.83,27.4,Credit Card,Tablet,Gold,2,No,4
ORD-010920,CUST-05458,Patricia,Green,CA,Los Angeles,11/21/2022,Fall,Monday,Beauty & Personal Care,Haircare,11.87,2,23.74,0,0.0,23.74,Google Pay,Desktop,Bronze,3,No,3
ORD-010921,CUST-06185,Kevin,Mitchell,ND,Greenville,8/11/2022,Summer,Thursday,Sports & Outdoors,Cycling,351.82,1,351.82,0,0.0,351.82,PayPal,Mobile,Gold,4,Yes,5
ORD-010922,CUST-05668,David,Clark,AR,Salem,1/5/2022,Winter,Wednesday,Home & Kitchen,Storage,105.15,1,105.15,0,0.0,105.15,Apple Pay,Desktop,Silver,1,No,2
ORD-010923,CUST-08709,Thomas,Perez,AR,Greenville,9/1/2022,Fall,Thursday,Home & Kitchen,Bedding,19.24,5,96.2,15,14.43,81.77,Google Pay,Mobile,Gold,4,No,4
ORD-010924,CUST-03808,Jessica,Thomas,MT,Madison,10/25/2022,Fall,Tuesday,Health & Wellness,Vitamins,34.69,1,34.69,0,0.0,34.69,PayPal,Tablet,Bronze,4,No,5
ORD-010925,CUST-05403,Jennifer,Perez,AL,Greenville,5/11/2022,Spring,Wednesday,Clothing,Accessories,94.21,1,94.21,0,0.0,94.21,Buy Now Pay Later,Desktop,Gold,5,Yes,5
ORD-010926,CUST-06633,Betty,Robinson,RI,Springfield,12/15/2024,Winter,Sunday,Books,Fiction,48.81,2,97.62,0,0.0,97.62,Buy Now Pay Later,Tablet,Gold,3,No,5
ORD-010927,CUST-06783,Donald,Johnson,ND,Greenville,2/25/2022,Winter,Friday,Electronics,Tablets,667.37,1,667.37,0,0.0,667.37,Google Pay,Mobile,Gold,2,No,4
ORD-010928,CUST-01338,Sarah,Campbell,OK,Georgetown,10/10/2022,Fall,Monday,Electronics,Smartphones,573.44,1,573.44,0,0.0,573.44,Credit Card,Mobile,Silver,6,No,4
ORD-010929,CUST-07123,Karen,Clark,WY,Springfield,2/13/2025,Winter,Thursday,Grocery,Bakery,8.22,2,16.44,15,2.47,13.97,Apple Pay,Tablet,Platinum,3,No,4
ORD-010930,CUST-03125,Daniel,Turner,MT,Clinton,2/24/2024,Winter,Saturday,Toys & Games,Action Figures,38.44,3,115.32,15,17.3,98.02,Google Pay,Mobile,Silver,3,No,5
ORD-010931,CUST-05933,Sandra,Green,ND,Bristol,6/13/2022,Summer,Monday,Grocery,Organic,39.06,1,39.06,0,0.0,39.06,Buy Now Pay Later,Mobile,Gold,4,No,3
ORD-010932,CUST-06082,Andrew,Thomas,UT,Clinton,12/10/2022,Winter,Saturday,Beauty & Personal Care,Skincare,12.97,1,12.97,0,0.0,12.97,PayPal,Mobile,Silver,1,No,4
ORD-010933,CUST-03629,Joshua,Jackson,OH,Toledo,7/19/2023,Summer,Wednesday,Home & Kitchen,Appliances,287.32,1,287.32,10,28.73,258.59,Apple Pay,Tablet,Gold,4,No,3
ORD-010934,CUST-06269,Karen,Carter,MA,Fairview,1/23/2024,Winter,Tuesday,Home & Kitchen,Decor,152.75,1,152.75,0,0.0,152.75,PayPal,Desktop,Platinum,2,No,4
ORD-010935,CUST-08742,Margaret,Young,MN,Madison,6/28/2022,Summer,Tuesday,Clothing,Outerwear,38.04,3,114.12,0,0.0,114.12,Gift Card,Mobile,Bronze,3,No,5
ORD-010936,CUST-06261,Ronald,Harris,NY,New York City,1/14/2022,Winter,Friday,Books,Science,20.65,1,20.65,15,3.1,17.55,PayPal,Desktop,Silver,6,No,4
ORD-010937,CUST-02031,Dorothy,Thomas,SD,Bristol,3/2/2023,Spring,Thursday,Automotive,Tools,187.06,1,187.06,20,37.41,149.65,Credit Card,Mobile,Platinum,5,No,5
ORD-010938,CUST-01200,Andrew,Taylor,NC,Durham,2/15/2023,Winter,Wednesday,Sports & Outdoors,Fitness Equipment,486.27,1,486.27,15,72.94,413.33,Google Pay,Mobile,Platinum,1,No,5
ORD-010939,CUST-07386,Daniel,Miller,NV,Greenville,5/6/2024,Spring,Monday,Toys & Games,Board Games,122.81,1,122.81,10,12.28,110.53,Debit Card,Tablet,Platinum,4,No,5
ORD-010940,CUST-08351,Sharon,Campbell,CA,San Francisco,3/10/2023,Spring,Friday,Electronics,Tablets,614.38,1,614.38,0,0.0,614.38,Buy Now Pay Later,Desktop,Silver,3,Yes,5
ORD-010941,CUST-03890,Donna,Wilson,IL,Naperville,2/11/2025,Winter,Tuesday,Sports & Outdoors,Fitness Equipment,299.87,1,299.87,20,59.97,239.9,Google Pay,Tablet,Bronze,1,No,4
ORD-010942,CUST-07049,James,Thompson,MS,Georgetown,4/9/2022,Spring,Saturday,Books,Non-Fiction,25.81,1,25.81,0,0.0,25.81,PayPal,Mobile,Silver,4,No,4
ORD-010943,CUST-07866,Donald,Lee,AL,Clinton,8/9/2022,Summer,Tuesday,Toys & Games,Board Games,32.45,1,32.45,0,0.0,32.45,Buy Now Pay Later,Desktop,Silver,2,No,5
ORD-010944,CUST-05312,Donna,White,OR,Clinton,5/15/2023,Spring,Monday,Electronics,Smartphones,260.3,1,260.3,0,0.0,260.3,Credit Card,Mobile,Bronze,6,No,5
ORD-010945,CUST-01957,Andrew,King,NJ,Georgetown,10/16/2023,Fall,Monday,Books,History,34.77,1,34.77,0,0.0,34.77,Gift Card,Mobile,Silver,5,No,4
ORD-010946,CUST-07549,Edward,Carter,NV,Salem,7/24/2024,Summer,Wednesday,Toys & Games,Board Games,106.2,1,106.2,25,26.55,79.65,PayPal,Desktop,Silver,7,No,4
ORD-010947,CUST-07491,James,Johnson,MA,Greenville,5/16/2023,Spring,Tuesday,Home & Kitchen,Storage,65.59,1,65.59,15,9.84,55.75,Apple Pay,Desktop,Silver,3,No,4
ORD-010948,CUST-08797,Sarah,Lewis,GA,Savannah,10/10/2023,Fall,Tuesday,Grocery,Organic,31.53,2,63.06,0,0.0,63.06,Credit Card,Desktop,Bronze,5,No,3
ORD-010949,CUST-08574,Daniel,Nelson,WV,Fairview,3/3/2024,Spring,Sunday,Sports & Outdoors,Cycling,353.78,1,353.78,0,0.0,353.78,Buy Now Pay Later,Mobile,Silver,3,No,4
ORD-010950,CUST-05034,Edward,Miller,MT,Georgetown,1/27/2023,Winter,Friday,Books,Fiction,46.15,1,46.15,0,0.0,46.15,Debit Card,Tablet,Platinum,5,No,4
ORD-010951,CUST-06791,Dorothy,Robinson,ID,Bristol,5/24/2022,Spring,Tuesday,Home & Kitchen,Bedding,249.29,1,249.29,0,0.0,249.29,Credit Card,Mobile,Bronze,3,No,4
ORD-010952,CUST-04880,Jason,Allen,MA,Springfield,12/22/2022,Winter,Thursday,Health & Wellness,Supplements,99.17,1,99.17,0,0.0,99.17,Buy Now Pay Later,Tablet,Gold,5,No,4
ORD-010953,CUST-06656,Jason,Phillips,WY,Clinton,2/16/2024,Winter,Friday,Toys & Games,Puzzles,30.97,2,61.94,0,0.0,61.94,Apple Pay,Desktop,Silver,2,No,5
ORD-010954,CUST-05880,Sharon,Nelson,NJ,Madison,6/13/2024,Summer,Thursday,Books,Fiction,49.87,2,99.74,0,0.0,99.74,PayPal,Tablet,Bronze,5,No,5
ORD-010955,CUST-08848,Kimberly,King,ID,Fairview,7/20/2024,Summer,Saturday,Automotive,Car Care,251.43,2,502.86,0,0.0,502.86,Credit Card,Mobile,Bronze,4,No,4
ORD-010956,CUST-03448,Matthew,Thompson,AR,Clinton,4/22/2024,Spring,Monday,Automotive,Parts,156.77,2,313.54,0,0.0,313.54,Debit Card,Tablet,Bronze,1,No,5
ORD-010957,CUST-08427,Jessica,Clark,MO,Greenville,8/5/2022,Summer,Friday,Beauty & Personal Care,Skincare,56.69,1,56.69,0,0.0,56.69,Gift Card,Mobile,Bronze,5,No,5
ORD-010958,CUST-03239,Michael,Jones,NH,Bristol,5/30/2022,Spring,Monday,Health & Wellness,Fitness Accessories,103.56,1,103.56,0,0.0,103.56,Apple Pay,Mobile,Bronze,3,No,4
ORD-010959,CUST-08116,James,Wright,AL,Madison,10/1/2022,Fall,Saturday,Grocery,Organic,18.77,1,18.77,0,0.0,18.77,PayPal,Tablet,Silver,3,No,5
ORD-010960,CUST-01265,Laura,Anderson,GA,Atlanta,11/7/2024,Fall,Thursday,Clothing,Bottoms,97.39,1,97.39,0,0.0,97.39,Debit Card,Tablet,Platinum,1,No,3
ORD-010961,CUST-02068,Joseph,Jones,AL,Clinton,12/25/2022,Winter,Sunday,Books,History,48.08,2,96.16,5,4.81,91.35,PayPal,Mobile,Silver,7,No,5
ORD-010962,CUST-03362,Steven,Miller,DE,Bristol,1/12/2022,Winter,Wednesday,Sports & Outdoors,Team Sports,136.79,2,273.58,0,0.0,273.58,Credit Card,Mobile,Gold,5,No,4
ORD-010963,CUST-05059,John,Martin,NC,Durham,7/10/2024,Summer,Wednesday,Toys & Games,Puzzles,60.17,2,120.34,0,0.0,120.34,Apple Pay,Tablet,Silver,2,No,5
ORD-010964,CUST-01083,Susan,Allen,AK,Fairview,7/24/2022,Summer,Sunday,Books,History,29.19,1,29.19,15,4.38,24.81,Apple Pay,Tablet,Gold,3,No,3
ORD-010965,CUST-07434,Sarah,Scott,OK,Salem,11/13/2022,Fall,Sunday,Toys & Games,Action Figures,119.82,1,119.82,5,5.99,113.83,Apple Pay,Desktop,Silver,4,Yes,5
ORD-010966,CUST-04452,Carol,Thomas,TX,Houston,10/20/2022,Fall,Thursday,Automotive,Car Care,88.65,1,88.65,10,8.86,79.79,Debit Card,Tablet,Gold,5,No,3
ORD-010967,CUST-08772,Michael,Turner,AK,Georgetown,10/28/2023,Fall,Saturday,Books,History,25.55,1,25.55,10,2.56,22.99,PayPal,Mobile,Platinum,2,No,4
ORD-010968,CUST-08803,Ronald,Thomas,MA,Greenville,5/11/2023,Spring,Thursday,Beauty & Personal Care,Fragrances,50.87,1,50.87,0,0.0,50.87,PayPal,Desktop,Gold,1,No,3
ORD-010969,CUST-01798,Sandra,Baker,OK,Bristol,11/5/2023,Fall,Sunday,Beauty & Personal Care,Haircare,68.6,1,68.6,10,6.86,61.74,Gift Card,Mobile,Gold,2,No,5
ORD-010970,CUST-02880,Karen,Turner,MN,Clinton,4/2/2024,Spring,Tuesday,Health & Wellness,Fitness Accessories,77.44,2,154.88,0,0.0,154.88,Google Pay,Desktop,Gold,3,No,4
ORD-010971,CUST-02490,Dorothy,King,WA,Seattle,2/17/2023,Winter,Friday,Automotive,Car Care,204.84,1,204.84,0,0.0,204.84,PayPal,Tablet,Bronze,4,No,5
ORD-010972,CUST-08052,David,Davis,VT,Springfield,10/7/2024,Fall,Monday,Grocery,Snacks,3.73,3,11.19,15,1.68,9.51,PayPal,Desktop,Platinum,4,No,5
ORD-010973,CUST-05657,Mark,Taylor,WY,Fairview,4/24/2023,Spring,Monday,Grocery,Dairy,21.04,3,63.12,0,0.0,63.12,Credit Card,Desktop,Silver,4,No,4
ORD-010974,CUST-02137,Kenneth,Thompson,WV,Clinton,2/23/2023,Winter,Thursday,Health & Wellness,Mental Wellness,111.15,1,111.15,0,0.0,111.15,Gift Card,Tablet,Silver,4,No,4
ORD-010975,CUST-01461,Matthew,Lee,WA,Bellevue,1/14/2023,Winter,Saturday,Health & Wellness,Supplements,76.37,1,76.37,5,3.82,72.55,Gift Card,Tablet,Silver,6,No,4
ORD-010976,CUST-08100,Joshua,Green,IN,Greenville,8/12/2024,Summer,Monday,Health & Wellness,Medical Devices,53.39,1,53.39,15,8.01,45.38,Debit Card,Mobile,Bronze,3,No,3
ORD-010977,CUST-02134,Timothy,Perez,NM,Greenville,4/4/2022,Spring,Monday,Electronics,Headphones,122.14,1,122.14,0,0.0,122.14,Credit Card,Mobile,Platinum,5,No,5
ORD-010978,CUST-02745,Donald,Jones,NC,Raleigh,11/6/2023,Fall,Monday,Home & Kitchen,Appliances,123.17,1,123.17,5,6.16,117.01,Apple Pay,Tablet,Gold,4,No,2
ORD-010979,CUST-07056,Carol,Scott,SC,Bristol,1/17/2022,Winter,Monday,Automotive,Car Accessories,137.77,5,688.85,0,0.0,688.85,PayPal,Tablet,Silver,4,No,4
ORD-010980,CUST-06023,Steven,Davis,SD,Greenville,3/6/2023,Spring,Monday,Sports & Outdoors,Camping Gear,63.58,1,63.58,0,0.0,63.58,Google Pay,Desktop,Bronze,3,No,5
ORD-010981,CUST-07133,Sandra,Thompson,CA,Sacramento,9/12/2024,Fall,Thursday,Automotive,Parts,181.15,1,181.15,5,9.06,172.09,Apple Pay,Mobile,Bronze,3,No,5
ORD-010982,CUST-05452,Sharon,Turner,TN,Madison,3/24/2022,Spring,Thursday,Sports & Outdoors,Fitness Equipment,435.11,1,435.11,0,0.0,435.11,Buy Now Pay Later,Mobile,Platinum,5,No,5
ORD-010983,CUST-06796,Donna,Sanchez,MI,Salem,11/3/2022,Fall,Thursday,Grocery,Bakery,31.77,1,31.77,5,1.59,30.18,Debit Card,Mobile,Platinum,3,No,5
ORD-010984,CUST-06410,Ruth,Wilson,LA,Fairview,10/9/2022,Fall,Sunday,Beauty & Personal Care,Haircare,20.25,1,20.25,0,0.0,20.25,Apple Pay,Tablet,Silver,4,No,5
ORD-010985,CUST-03890,Ronald,Davis,WI,Fairview,11/11/2024,Fall,Monday,Beauty & Personal Care,Skincare,86.87,2,173.74,0,0.0,173.74,PayPal,Tablet,Bronze,4,No,3
ORD-010986,CUST-03777,Mary,Green,AL,Clinton,1/10/2023,Winter,Tuesday,Books,History,7.67,1,7.67,0,0.0,7.67,Apple Pay,Tablet,Platinum,4,No,3
ORD-010987,CUST-02564,Timothy,Carter,WV,Georgetown,5/17/2023,Spring,Wednesday,Grocery,Organic,23.69,1,23.69,0,0.0,23.69,Debit Card,Tablet,Bronze,3,No,1
ORD-010988,CUST-02703,Joshua,Martinez,KY,Clinton,11/24/2022,Fall,Thursday,Health & Wellness,Vitamins,25.48,1,25.48,0,0.0,25.48,Credit Card,Desktop,Silver,4,No,4
ORD-010989,CUST-04682,Jennifer,Robinson,NC,Raleigh,12/1/2023,Winter,Friday,Books,Fiction,45.02,2,90.04,20,18.01,72.03,Credit Card,Desktop,Bronze,4,No,4
ORD-010990,CUST-04762,Mary,Carter,NC,Greensboro,1/6/2023,Winter,Friday,Sports & Outdoors,Cycling,72.46,1,72.46,0,0.0,72.46,Debit Card,Mobile,Gold,4,No,4
ORD-010991,CUST-06464,Jessica,Nelson,AZ,Springfield,11/27/2022,Fall,Sunday,Sports & Outdoors,Cycling,334.29,1,334.29,0,0.0,334.29,PayPal,Desktop,Platinum,2,No,5
ORD-010992,CUST-05127,Ronald,Phillips,KY,Bristol,7/14/2023,Summer,Friday,Grocery,Bakery,43.4,2,86.8,10,8.68,78.12,Gift Card,Mobile,Platinum,3,No,4
ORD-010993,CUST-02629,Laura,Jones,WI,Fairview,2/9/2025,Winter,Sunday,Clothing,Bottoms,41.92,2,83.84,5,4.19,79.65,Gift Card,Tablet,Gold,6,No,5
ORD-010994,CUST-08313,Laura,Mitchell,MI,Madison,1/17/2025,Winter,Friday,Home & Kitchen,Decor,231.79,1,231.79,0,0.0,231.79,Credit Card,Desktop,Silver,3,Yes,4
ORD-010995,CUST-01751,Amanda,Martinez,AZ,Fairview,5/21/2024,Spring,Tuesday,Beauty & Personal Care,Makeup,40.0,5,200.0,15,30.0,170.0,Buy Now Pay Later,Desktop,Gold,5,No,4
ORD-010996,CUST-04162,Lisa,Davis,UT,Clinton,1/29/2022,Winter,Saturday,Health & Wellness,Vitamins,128.95,2,257.9,15,38.68,219.22,PayPal,Mobile,Silver,4,No,4
ORD-010997,CUST-06423,Emily,Williams,WI,Springfield,10/19/2023,Fall,Thursday,Clothing,Bottoms,118.02,1,118.02,0,0.0,118.02,Gift Card,Mobile,Silver,3,No,1
ORD-010998,CUST-03686,Donna,Allen,GA,Augusta,7/31/2022,Summer,Sunday,Health & Wellness,Vitamins,81.24,2,162.48,10,16.25,146.23,Credit Card,Mobile,Silver,5,No,4
ORD-010999,CUST-02157,Daniel,Harris,AL,Georgetown,12/19/2024,Winter,Thursday,Grocery,Bakery,13.17,2,26.34,0,0.0,26.34,Apple Pay,Tablet,Gold,5,No,4
ORD-011000,CUST-05129,Donna,Scott,PA,Allentown,9/15/2022,Fall,Thursday,Automotive,Tools,147.92,1,147.92,5,7.4,140.52,Gift Card,Tablet,Platinum,5,No,3
ORD-011001,CUST-03836,Jennifer,Hall,SC,Georgetown,3/3/2024,Spring,Sunday,Clothing,Bottoms,62.98,1,62.98,0,0.0,62.98,Apple Pay,Mobile,Bronze,4,No,5
ORD-011002,CUST-05547,Jennifer,Sanchez,PA,Pittsburgh,2/16/2024,Winter,Friday,Sports & Outdoors,Cycling,274.99,1,274.99,20,55.0,219.99,PayPal,Tablet,Gold,5,Yes,4
ORD-011003,CUST-03983,Jason,Campbell,ID,Fairview,11/29/2022,Fall,Tuesday,Sports & Outdoors,Fitness Equipment,71.67,1,71.67,10,7.17,64.5,Gift Card,Tablet,Bronze,6,No,5
ORD-011004,CUST-08044,James,Jones,CT,Clinton,7/28/2022,Summer,Thursday,Toys & Games,Outdoor Toys,107.69,1,107.69,0,0.0,107.69,Credit Card,Tablet,Bronze,5,No,3
ORD-011005,CUST-05437,Jessica,Miller,CA,Los Angeles,10/31/2024,Fall,Thursday,Grocery,Snacks,20.43,2,40.86,0,0.0,40.86,Credit Card,Desktop,Gold,5,No,5
ORD-011006,CUST-05853,Brian,Young,VT,Clinton,11/12/2024,Fall,Tuesday,Beauty & Personal Care,Haircare,25.96,2,51.92,0,0.0,51.92,Gift Card,Desktop,Gold,2,No,3
ORD-011007,CUST-08398,Steven,Campbell,AZ,Springfield,9/5/2022,Fall,Monday,Grocery,Beverages,46.02,1,46.02,20,9.2,36.82,Credit Card,Desktop,Bronze,5,Yes,1
